Alias1,gaia_id,source_id,ra,dec,Gmag,BPmag,RPmag,parallax,e_parallax,pmRA,e_pmRA,pmDE,e_pmDE,ruwe,teff,logg,feh,tmass_id,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag,qual_tmass,wise_id,W1mag,W2mag,W3mag,W4mag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,qual_wise,has_tmass_nf,has_wise_nf,radial_velocity,parallax_over_error,Gflux,e_Gflux,BPflux,e_BPflux,RPflux,e_RPflux,e_radial_velocity,ra_2mass,dec_2mass,ra_wise,dec_wise
Gaia DR3 4260190366014987904,Gaia DR3 4260190366014987904,4260190366014987904,280.8424153438697,-1.0603658258009798,15.112798,16.889744,13.850858,0.0348586611085629,0.03497591,-4.222321047812439,0.03252072,-6.602886772369296,0.028943174,1.0588934,7300.463,2.282,-0.7235,18432217-0103371,11.496,10.782,10.225,0.03,0.032,0.029,AAA,J184322.19-010337.0,9.472,9.111,8.401,7.885,0.025,0.021,0.037,0.244,AAAB,True,True,-51.42591,0.9966478,16975.694287901355,29.448349,2396.1816876166004,16.920046,22846.261556685477,135.35153,10.446042,280.842413,-1.060323,280.8424712,-1.0603041
Gaia DR3 4266263411103249920,Gaia DR3 4266263411103249920,4266263411103249920,283.18204017405003,0.1448944445520222,19.562067,22.059324,17.899591,0.6549191782716495,0.6770724,-3.959065987466676,0.6069277,-5.726510402150986,0.5152665,1.204849,,,,18524369+0008415,12.49,10.684,9.614,0.025,0.024,0.022,AAA,J185243.69+000841.9,8.708,8.153,7.699,6.836,0.024,0.021,0.058,0.469,AAAC,True,True,,0.96728086,281.91596240994903,1.9493177,20.496857077557973,9.472477,548.6835345279313,5.615001,,283.18208,0.144883,283.1820495,0.1449784
Gaia DR3 4306688266055108480,Gaia DR3 4306688266055108480,4306688266055108480,285.6764552270786,6.912438176025605,18.46539,22.002274,16.85714,0.2310645276528785,0.22762574,-3.527052002714504,0.25184998,-10.644679699838052,0.22296812,1.2183925,4072.4602,1.4734,0.7072,19024235+0654450,13.109,11.619,11.05,0.035,0.035,0.03,AAA,J190242.37+065444.8,10.586,10.682,9.599,7.269,0.028,0.032,0.144,0.289,AABB,True,True,,1.0151072,774.0893671413554,3.2323532,21.60265945199691,3.227008,1433.1855352555465,8.462669,,285.676466,6.912508,285.6765507,6.9124563
Gaia DR3 4309211331708602240,Gaia DR3 4309211331708602240,4309211331708602240,287.52666547078326,9.757059731883295,19.872734,21.254868,18.344946,-0.7530555104328535,0.64530456,-2.9628733973611503,0.58284163,-5.955051155487639,0.6197953,1.2713488,,,,19100639+0945254,14.727,13.441,12.625,0.037,0.034,0.03,AAA,J191006.36+094525.6,11.751,11.4,10.417,7.929,0.031,0.029,,,AAUU,True,True,,-1.1669768,211.7645586920781,1.0677502,43.00017603634719,7.739221,364.0658766204716,10.491162,,287.52666,9.757074,287.5265319,9.7571132
Gaia DR3 4319406076548902784,Gaia DR3 4319406076548902784,4319406076548902784,289.6306309230158,13.72753945997813,19.381126,21.406166,17.674763,-0.5082903400925565,0.39900517,-1.7070209254705238,0.3369211,-4.28635654857511,0.33465043,1.1571219,,,,19183135+1343392,12.788,11.035,9.966,0.026,0.028,0.022,AAA,J191831.34+134339.0,8.807,8.222,7.605,6.571,0.021,0.019,0.033,0.132,AAAB,True,True,,-1.2738941,333.0395496580964,1.1857951,37.40676443006661,6.8855762,674.9212146663128,6.2382708,,289.630629,13.727567,289.6305885,13.7275048
Gaia DR3 4319620373924501120,Gaia DR3 4319620373924501120,4319620373924501120,290.72335381240794,14.147175613176517,18.79341,22.10745,17.038511,0.0004000841201976,0.30865148,-3.113107288079098,0.30458862,-5.190797986157855,0.23207828,1.1098298,,,,19225361+1408498,12.668,10.915,9.676,0.032,0.033,0.023,AAA,J192253.59+140850.6,8.508,7.865,2.293,-0.155,0.024,0.022,0.042,0.037,AAAA,True,True,,0.0012962326,572.2462919599508,1.4844384,19.608161682588868,2.5749645,1212.7015138220124,7.8919306,,290.723401,14.147172,290.7233262,14.1474092
Gaia DR3 4322565798082824832,Gaia DR3 4322565798082824832,4322565798082824832,291.3255701597107,17.037640447047412,19.188725,21.849766,17.513475,0.65797375307842,0.32055226,-2.64780944026162,0.2746786,-6.23656842367959,0.32094467,1.1656893,,,,19251811+1702159,12.966,11.176,9.922,0.033,0.032,0.026,EEA,J192518.13+170215.6,8.535,7.868,7.576,6.568,0.025,0.021,0.023,0.089,AAAA,True,True,,2.0526257,397.6098957157539,1.1851809,24.860523472831307,3.2516525,783.0106306655591,5.400918,,291.325478,17.037758,291.3255421,17.0376801
Gaia DR3 4515628288919542784,Gaia DR3 4515628288919542784,4515628288919542784,292.06504277895215,19.555957236943883,11.934921,13.087426,10.853489,0.1319009604375606,0.01981339,-3.5206805916901582,0.017363744,-5.1025061698532905,0.018131975,1.1653619,,,,19281561+1933214,9.298,8.74,8.214,0.022,0.021,0.019,AAA,J192815.62+193321.5,7.795,7.42,5.167,3.201,0.024,0.019,0.018,0.027,AAAA,True,True,,6.657162,316940.7934898316,108.57547,79514.49671277791,53.78129,361212.4763384361,215.12926,,292.065079,19.555956,292.0650882,19.5559974
Gaia DR3 5242117089256813568,Gaia DR3 5242117089256813568,5242117089256813568,162.9120581586133,-60.9430177366451,12.382786,13.053951,11.559255,0.1200523409672492,0.009879019,-5.642322724856797,0.011451793,2.8422779841077457,0.010718771,0.9382283,,,,10513890-6056348,10.249,9.826,9.558,0.024,0.025,0.021,AAA,J105138.88-605634.7,9.144,8.983,8.644,8.51,0.023,0.02,0.051,0.273,AAAB,True,True,,12.152253,209813.06487521183,75.79103,82004.25526967965,107.08445,188562.87881167425,180.06612,,162.912091,-60.94302,162.9120082,-60.942977
Gaia DR3 5254268071479968512,Gaia DR3 5254268071479968512,5254268071479968512,160.9676805891287,-60.11777533190529,6.370042,6.38042,6.2533565,0.3662499953744887,0.022870697,-6.809989009826781,0.026850658,1.7801035501019906,0.02439322,0.72813386,,,,10435225-6007040,6.097,6.012,5.816,0.023,0.034,0.024,AAA,J104352.25-600703.6,5.628,5.205,4.826,2.669,0.116,0.066,0.025,,BAAU,True,True,,16.01394,53324897.04873003,29998.988,38304415.10726802,63430.297,24992840.982066628,41328.32,,160.967709,-60.117805,160.96773,-60.11767
Gaia DR3 5255677056923564544,Gaia DR3 5255677056923564544,5255677056923564544,156.07661505665104,-57.80825907393273,12.074918,13.5858555,10.855443,0.1967170983871348,0.018947285,-5.108577480245264,0.021947356,2.765973615113209,0.020072658,1.0483736,,,,10241839-5748297,8.653,7.797,7.18,0.026,0.042,0.02,AAA,J102418.39-574830.1,6.118,5.764,0.992,-3.156,0.098,0.073,,,AAZZ,True,True,,10.382338,278599.08848092577,404.3061,50242.900614771126,209.46657,360562.9718875459,1735.2067,,156.076665,-57.80827,156.0766637,-57.8083741
Gaia DR3 5255679638225357952,Gaia DR3 5255679638225357952,5255679638225357952,155.86995477213085,-57.77483788849023,15.8813305,18.59136,14.362838,0.0813850997250921,0.062046032,-5.627487893253316,0.063633434,2.723999642909766,0.060939226,1.0333428,,,,10232880-5746294,10.596,9.197,8.339,0.03,0.023,0.029,AAA,J102328.81-574629.4,7.529,7.197,10.728,0.497,0.027,0.02,,,AAZZ,True,True,,1.311689,8364.009799470597,9.675306,499.8883296191705,10.69215,14256.832538451145,26.072098,,155.870002,-57.774857,155.8700784,-57.7748583
Gaia DR3 5256443042906853504,Gaia DR3 5256443042906853504,5256443042906853504,152.63290693588937,-60.645105468815245,10.415188,10.454964,10.346739,0.1819159134026491,0.017427512,-6.166255334221783,0.020480689,2.505792032266553,0.020709218,0.98910666,,,,10103191-6038423,9.926,9.736,9.167,0.032,0.032,0.027,AEA,J101031.91-603842.1,8.855,8.524,7.755,7.066,0.023,0.02,0.018,0.068,AAAA,True,True,,10.438433,1284906.433028952,801.1455,898321.0520041586,703.05194,576053.4087273041,237.69774,,152.632965,-60.645107,152.6329584,-60.6450532
Gaia DR3 5328783280128054784,Gaia DR3 5328783280128054784,5328783280128054784,133.7464997076666,-47.59238217984405,8.625519,8.888724,8.1663065,0.5695307165111155,0.018221138,-4.528210456558526,0.019885058,5.395023040018433,0.021778947,1.3009821,,,,08545916-4735327,7.486,7.245,6.612,0.024,0.038,0.016,AAA,J085459.14-473532.4,6.199,5.898,5.269,4.519,0.041,0.029,0.015,0.028,AAAA,True,True,,31.256594,6679427.230258884,2189.5332,3801257.413312516,2658.2935,4291761.88654058,1563.8469,,133.746529,-47.592426,133.7464515,-47.5923371
Gaia DR3 5333031827450024320,Gaia DR3 5333031827450024320,5333031827450024320,179.01562463250656,-63.31510054266036,13.576997,14.818962,12.453928,0.0816042217853154,0.01415041,-5.780252192671436,0.013846992,1.153515436528429,0.013860614,1.1320553,7832.3535,2.2215,-1.0796,11560376-6318544,10.45,9.887,9.526,0.055,0.062,0.06,AAA,J115603.71-631855.0,8.572,8.42,7.681,6.016,0.019,0.019,0.037,0.063,AAAA,True,True,,5.766916,69847.03253750825,56.140976,16137.34821345632,54.8951,82715.551932622,198.29665,,179.015687,-63.315136,179.0154887,-63.3152792
Gaia DR3 5333291106030306688,Gaia DR3 5333291106030306688,5333291106030306688,177.5176194147652,-62.87094937201912,16.794983,18.870333,15.409999,0.0273540684515257,0.071562886,-6.096742577351327,0.07328923,0.8968819043720108,0.07182335,1.260956,,,,11500424-6252154,12.573,11.575,10.94,0.03,0.032,0.029,AAA,J115004.08-625214.9,9.877,9.5,8.986,8.265,0.023,0.021,0.033,0.259,AAAB,True,True,,0.38223818,3605.399182917716,4.6116824,386.6196789097893,5.613703,5434.490475292987,16.926361,,177.517676,-62.870956,177.5170413,-62.8708238
Gaia DR3 5334579768033444224,Gaia DR3 5334579768033444224,5334579768033444224,179.08543677171318,-62.57717553358853,14.534032,15.534073,13.471305,0.1562166345494621,0.021476788,-4.619373617990022,0.02268052,1.781897683205023,0.024379816,1.1961519,8199.923,2.4866,-1.4272,11562051-6234378,11.571,10.742,9.992,0.051,,,AUU,J115620.53-623438.0,9.498,9.144,8.605,8.822,0.023,0.02,0.033,,AAAU,True,True,,7.2737427,28929.040771035547,9.5226145,8351.948402547943,44.15051,32406.813577307723,38.622993,,179.085493,-62.577171,179.0855457,-62.5772361
Gaia DR3 5337277763391663488,Gaia DR3 5337277763391663488,5337277763391663488,166.4539616336185,-61.228143911312685,14.428031,15.365209,13.427975,0.1097730331305401,0.015968744,-5.919695146645018,0.016800525,2.1467542223067206,0.016920602,1.0240009,,,,11054896-6113413,11.533,11.213,10.705,,0.046,0.042,UAA,J110548.86-611341.5,9.883,9.607,9.284,8.554,0.023,0.021,0.177,,AABU,True,True,,6.8742433,31895.859683350547,23.35455,9757.384439459269,26.13423,33726.27614937777,74.94951,,166.454018,-61.228161,166.4535886,-61.2282083
Gaia DR3 5337278278787846784,Gaia DR3 5337278278787846784,5337278278787846784,166.57798697542614,-61.23844665950098,12.589901,13.899854,11.420516,0.1407974397634566,0.075986214,-5.656209937527496,0.08600968,1.9993779036351444,0.08999088,5.5854797,,,,11061873-6114184,9.513,8.744,8.207,0.03,0.036,0.024,EAA,J110618.68-611417.1,7.32,7.077,6.454,5.621,0.026,0.02,0.022,0.053,AAAA,True,True,,1.8529341,173374.9512432072,551.6818,37624.899857754725,336.1951,214265.2896760441,1812.8663,,166.578071,-61.238461,166.5778418,-61.2381023
Gaia DR3 5337278278787851136,Gaia DR3 5337278278787851136,5337278278787851136,166.57734733600267,-61.23714213140727,13.720029,15.138987,12.52115,0.1331906115522187,0.015663499,-5.964363901108708,0.017899297,2.1624918189142366,0.018765103,1.3173954,,,,11061858-6114138,10.395,9.276,8.608,0.033,0.078,0.059,AAA,J110618.68-611417.1,7.32,7.077,6.454,5.621,0.026,0.02,0.022,0.053,AAAA,True,True,,8.503247,61225.92072904184,19.835361,12017.72439978136,13.095143,77749.60223877373,70.0518,,166.577427,-61.237167,166.5778418,-61.2381023
Gaia DR3 5337417985482248576,Gaia DR3 5337417985482248576,5337417985482248576,168.78154585302357,-61.28187031708018,13.7706585,14.909888,12.617278,0.1031714336596838,0.014713742,-5.459409702995625,0.015266713,2.096435819049861,0.014459106,1.2347468,8388.579,2.2244,-1.4913,11150758-6116546,10.467,9.682,9.237,0.037,0.041,0.036,AAA,J111507.82-611652.7,8.523,7.007,-5.5,,0.073,0.054,,,AAUX,True,True,,7.01191,58436.4017361235,259.91003,14840.952289476854,187.093,71161.8002857728,866.17804,,168.781598,-61.281845,168.7826245,-61.2813135
Gaia DR3 5338030172959579008,Gaia DR3 5338030172959579008,5338030172959579008,164.42853540684862,-60.56678081610266,14.043341,15.195359,12.933987,0.1256667884433605,0.01704274,-6.370804508243314,0.01913868,2.7954789501513484,0.017662235,1.3437881,,,,10574286-6034005,11.04,10.343,9.489,0.047,0.036,0.029,AAA,J105742.90-603400.4,8.952,8.556,7.403,5.141,0.023,0.021,0.051,0.064,AAAA,True,True,,7.373626,45458.004601656525,17.846266,11409.674722190932,24.636873,53157.38680196745,45.83161,,164.428596,-60.566811,164.4287578,-60.5667965
Gaia DR3 5338166855999992448,Gaia DR3 5338166855999992448,5338166855999992448,164.97044402990718,-59.87871068164095,14.504145,15.373899,13.541537,0.0942490185597228,0.024196345,-5.575462997526428,0.026464902,2.5426758713867064,0.02503776,1.2538829,7648.628,2.3334,-0.7897,10595293-5952433,11.717,11.042,10.229,0.023,0.027,0.053,AAE,J105952.96-595241.3,9.137,8.87,7.953,6.064,0.021,0.018,0.129,0.258,AABB,True,True,,3.8951757,29736.43239590457,9.109178,9679.59359282869,14.3144245,30376.88809010025,27.566484,,164.970547,-59.878716,164.9706979,-59.8781661
Gaia DR3 5338220285385672064,Gaia DR3 5338220285385672064,5338220285385672064,164.04819891970297,-60.45354983066994,7.2879915,7.619361,6.728363,0.1924803735684636,0.016508428,-4.808337347552719,0.017995149,1.955179515120846,0.017792236,1.0439328,5660.9604,1.1737,-1.7655,10561158-6027128,5.42,5.084,4.531,0.02,0.046,0.015,AEE,J105611.63-602712.9,3.794,3.121,1.927,-4.783,0.337,0.286,0.047,0.001,BBAA,True,True,,11.659522,22895496.200772885,386819.62,12236930.631183729,542003.5,16136637.720943317,923920.4,,164.04827,-60.453579,164.0484684,-60.453595
Gaia DR3 5338564015865196800,Gaia DR3 5338564015865196800,5338564015865196800,165.63736691285652,-59.43912707767813,12.682219,13.360949,11.836919,0.1412367200803789,0.012264775,-5.060644320735048,0.0138859125,3.279229681772319,0.0127357915,1.0347601,26296.678,3.685,0.0046,11023296-5926209,10.398,9.906,9.4,0.026,0.027,0.029,AAA,J110232.95-592620.9,8.682,8.24,7.351,6.309,0.023,0.02,0.025,0.046,AAAA,True,True,,11.515638,159242.59645870823,576.56616,61806.963229225286,658.16876,146012.77194915834,1597.0975,,165.637346,-59.439148,165.6373035,-59.4391645
Gaia DR3 5351766715283439104,Gaia DR3 5351766715283439104,5351766715283439104,156.26084611573364,-57.36312879179937,14.832278,17.2929,13.422475,0.1611181346318323,0.03575017,-4.4676724752486,0.041661046,5.486144299944301,0.0381778,1.0379652,7159.3784,1.7309,-0.0987,10250260-5721473,10.505,9.571,9.035,0.026,0.023,0.023,AAA,J102502.59-572147.5,8.585,8.352,8.309,7.816,0.023,0.02,0.085,0.52,AAAC,True,True,,4.506779,21980.393806212185,13.313162,1652.938767828505,11.885287,33897.54362737442,43.810646,,156.260834,-57.363148,156.2608062,-57.3632058
Gaia DR3 5597770416085979648,Gaia DR3 5597770416085979648,5597770416085979648,119.94267807961536,-28.73417806296701,10.948094,11.159689,10.551695,0.211708638370945,0.01350769,-1.9997980787073504,0.011318453,2.751174286535917,0.014722434,1.0456829,16578.287,3.485,0.7018,07594624-2844031,10.053,9.887,9.61,0.032,0.033,0.027,EEA,J075946.23-284403.2,9.133,8.873,8.168,7.297,0.022,0.02,0.023,0.109,AAAB,True,True,,15.673193,786518.2978802733,433.3701,469397.9099516323,585.11237,476958.2605190957,566.6368,,119.942673,-28.734203,119.9426465,-28.7342409
Gaia DR3 5852718536596531968,Gaia DR3 5852718536596531968,5852718536596531968,213.2646169431515,-65.44799496510866,12.015092,12.256689,11.57489,0.1150095059780693,0.012955943,-6.679064686739423,0.00891465,-4.6179842944750655,0.010924382,0.8999667,23750.295,3.6052,-0.8775,14130353-6526527,10.958,10.666,10.351,0.024,0.025,0.023,AAA,J141303.54-652652.8,9.847,9.547,8.794,8.037,0.023,0.02,0.025,0.192,AAAB,True,True,,8.876969,294381.0973406315,378.81528,170899.63418556366,693.2252,185866.9521467909,749.5886,,213.264734,-65.447975,213.2647587,-65.448008
Gaia DR3 5858915766471945984,Gaia DR3 5858915766471945984,5858915766471945984,197.0297594341892,-65.30602945763631,5.589323,5.5730677,5.5575233,0.4613081562706535,0.069128536,-4.271586257993524,0.06127954,-1.663808463105784,0.069662705,0.9417888,,,,13080715-6518215,5.571,5.566,5.434,0.023,0.047,0.018,AAA,J130807.12-651822.4,5.139,4.885,4.805,4.14,0.144,0.05,0.014,0.025,BAAA,True,True,,6.6731944,109450443.23027636,102184.52,80573055.41159599,192258.92,47440465.49401896,123362.96,,197.029804,-65.305977,197.0296834,-65.3062419
Gaia DR3 5862209147378793344,Gaia DR3 5862209147378793344,5862209147378793344,197.8653915457269,-63.766633575000064,14.132972,15.482381,12.986432,0.1116618819383717,0.015858024,-6.231667109237299,0.013052822,-1.3510867941707332,0.017935423,1.1076992,7380.6147,2.4967,-0.9454,13112771-6345598,10.99,9.78,8.578,0.022,0.022,0.019,AAA,J131127.70-634559.6,7.262,6.611,5.716,4.139,0.029,0.02,0.016,0.03,AAAA,True,True,,7.0413485,41856.03801120997,33.27063,8759.203454057717,30.61446,50650.6789188193,120.289406,,197.865479,-63.766621,197.8654363,-63.7665754
Gaia DR3 5862501613104119424,Gaia DR3 5862501613104119424,5862501613104119424,198.11519817339112,-62.73945380146507,18.062572,20.915655,16.487469,0.0309785189098618,0.13649985,-7.402000292036253,0.11142933,-0.8168331379237077,0.15438762,1.0828888,,,,13122766-6244220,13.159,11.824,10.708,0.023,0.022,0.021,AAA,J131227.59-624422.0,10.199,9.8,9.302,1.553,0.031,0.038,,0.028,AAUA,True,True,,0.2269491,1121.8062570017855,1.5354046,58.769878805856656,5.8940196,2014.5149742063911,4.6510706,,198.11529,-62.739449,198.1149654,-62.7394575
Gaia DR3 5862501922341768704,Gaia DR3 5862501922341768704,5862501922341768704,198.0376869271624,-62.72409119325924,16.364573,21.068043,14.679665,0.0552321274255527,0.11430444,-7.081120637947199,0.10147299,-0.6352513451569548,0.12961769,1.2170391,3784.497,0.2256,-0.85,13120905-6243267,10.208,8.567,7.577,0.023,0.042,0.038,AAA,J131209.12-624326.2,6.802,6.272,4.097,1.901,0.029,0.02,,,AAUZ,True,True,,0.48320195,5359.416294441367,9.0696945,51.07396333009405,4.0152874,10648.596688788455,20.432219,,198.037744,-62.724087,198.0380081,-62.7239589
Gaia DR3 5862502338987197312,Gaia DR3 5862502338987197312,5862502338987197312,198.1187262505944,-62.69749583118168,13.962841,16.310888,12.568542,0.1239070179446521,0.027112339,-7.082952629907835,0.021856233,-0.8029008729286959,0.03053086,0.9479558,8081.268,1.7523,-0.3976,13122850-6241509,9.813,8.834,8.15,0.036,0.04,0.034,EAA,J131228.53-624149.2,6.459,6.129,4.185,0.14,0.049,0.026,0.198,,AABZ,True,True,,4.570134,48956.5077199775,216.1484,4083.774138644439,54.935276,74428.89701561403,994.74274,,198.11879,-62.697498,198.118893,-62.6970188
Gaia DR3 5862525634891347968,Gaia DR3 5862525634891347968,5862525634891347968,198.2403793349644,-62.68330534680347,15.024842,17.416582,13.571455,0.089986444717731,0.03707106,-7.277938821025095,0.0295186,-0.6256611401772767,0.03936093,0.9217651,,,,13125770-6240599,10.825,9.83,8.981,0.026,0.029,0.027,AAA,J131257.73-624059.6,8.094,7.643,7.316,4.554,0.023,0.021,0.027,0.145,AAAB,True,True,,2.4274042,18408.13329426945,8.456812,1474.9720851280845,5.6162915,29551.27556614718,25.80187,,198.240443,-62.683315,198.2405789,-62.6832276
Gaia DR3 5862723203396880128,Gaia DR3 5862723203396880128,5862723203396880128,193.23194536360376,-63.77722871867128,14.198286,15.43078,13.09275,0.07718545866476,0.015558254,-5.960743294634427,0.014049845,-0.3360742176897939,0.016708419,1.125292,,,,12525567-6346380,11.244,10.481,9.892,0.026,0.022,0.023,AAA,J125255.64-634638.1,9.056,8.687,8.502,8.423,0.023,0.02,0.056,,AAAU,True,True,,4.9610615,39412.34820137134,23.200264,9185.539926458385,24.1196,45925.97633844622,59.796745,,193.231989,-63.777229,193.2318703,-63.7772759
Gaia DR3 5864204692281636864,Gaia DR3 5864204692281636864,5864204692281636864,203.4390270457963,-64.12536190798134,13.176262,13.515879,12.619394,0.0902325379239482,0.013882509,-6.12187796690303,0.011089564,-1.678303472882302,0.015591794,1.0856608,32633.615,4.2506,-0.9856,13334538-6407312,11.844,11.478,10.77,0.045,0.063,0.033,EEE,J133345.25-640731.8,9.925,9.643,9.341,8.888,0.023,0.022,0.051,0.456,AAAC,True,True,,6.499728,101028.08935339196,25.779455,53587.7301166572,37.118103,71023.21284985365,34.04295,,203.439101,-64.125351,203.4385616,-64.1255236
Gaia DR3 5865643433220067328,Gaia DR3 5865643433220067328,5865643433220067328,207.38561654966577,-61.52841695454847,12.023311,13.440922,10.849832,0.2779448508666429,0.016247133,-6.427301921124413,0.0108065875,-1.8037863086310568,0.012725384,0.9227198,,,,13493255-6131422,8.795,7.709,6.609,0.021,0.034,0.024,AAA,J134932.58-613142.4,5.51,4.773,4.565,4.351,0.097,0.092,0.016,0.039,AAAA,True,True,,17.107317,292161.24741596007,151.24648,57418.03877825445,85.772644,362431.30010951415,382.82333,,207.385631,-61.528412,207.3857915,-61.5284486
Gaia DR3 5867065376634816896,Gaia DR3 5867065376634816896,5867065376634816896,208.5559559650968,-61.833851885950025,19.30476,22.012007,17.59002,0.1938032569790257,0.33305603,-8.061215655124776,0.23991013,-2.581443587472915,0.27075267,1.2188004,,,,13541345-6150018,13.603,12.066,10.864,0.026,0.023,0.025,AAA,J135413.44-615002.8,9.968,9.527,9.495,7.557,0.025,0.024,0.369,,AACU,True,True,,0.58189386,357.3081257143464,0.79682827,21.409887695460355,3.6746647,729.7102111239459,6.368119,,208.55608,-61.833855,208.5560107,-61.8341349
Gaia DR3 5868384073377056384,Gaia DR3 5868384073377056384,5868384073377056384,202.7218302953663,-62.08107843056535,10.265226,10.64028,9.681102,0.3327721718949517,0.014812114,-5.33331885596261,0.011986477,-1.5088549034955596,0.015587941,1.0051974,,,,13305325-6204517,8.745,7.915,6.835,0.029,0.026,0.026,AAA,J133053.25-620452.1,5.652,4.903,4.534,4.234,0.132,0.06,0.015,0.026,BAAA,True,True,,22.466219,1475217.7120836528,383.9305,757364.4330919167,333.6924,1063450.604148831,652.7057,,202.721891,-62.081043,202.7219062,-62.0811545
Gaia DR3 5875086524484367232,Gaia DR3 5875086524484367232,5875086524484367232,231.04708515308624,-62.67712520556543,9.016378,9.285577,8.550229,0.3624541939521058,0.02052034,-4.6834359790386815,0.024395667,-4.519200799709822,0.024072146,0.8914949,,,,15241131-6240374,7.955,7.278,6.403,0.026,0.031,0.017,AAA,J152411.26-624037.7,5.348,4.566,4.149,3.961,0.138,0.065,0.014,0.027,BAAA,True,True,,17.663166,4660103.232575187,3942.3342,2637461.711072315,6048.782,3013468.3315418176,5827.2554,,231.047129,-62.677082,231.0469375,-62.6771412
Gaia DR3 5876932844981435904,Gaia DR3 5876932844981435904,5876932844981435904,228.42375712191537,-59.19583764379832,12.163178,13.823442,10.903389,0.332711331651227,0.021961806,-4.164164257127094,0.02331011,-2.420640299949821,0.027201178,1.0188135,7299.902,1.828,-1.1199,15134172-5911449,8.459,7.278,6.165,0.019,0.049,0.026,AAA,J151341.73-591144.8,5.169,4.363,4.208,4.184,0.218,0.111,0.017,0.057,BBAA,True,True,,15.149543,256847.43075547225,130.73169,40368.25864201543,74.79535,344986.98308532755,419.53036,,228.423835,-59.195816,228.4239055,-59.1957834
Gaia DR3 5878402612822904704,Gaia DR3 5878402612822904704,5878402612822904704,217.77553694485388,-61.34990666259842,12.376042,13.806676,11.195938,0.2644046899989014,0.014005196,-4.285470509871337,0.012634325,-1.819901782332944,0.016175527,0.84430844,,,,14310613-6120595,9.108,8.347,7.752,0.032,0.026,0.021,EAA,J143106.10-612059.6,6.923,6.663,5.957,5.072,0.042,0.023,0.016,0.052,AAAA,True,True,,18.879042,211120.14540259173,151.84767,40996.48001925696,102.72406,263501.5140344916,596.05664,,217.775558,-61.349873,217.775434,-61.3498913
Gaia DR3 5879035145561896448,Gaia DR3 5879035145561896448,5879035145561896448,221.6098818055185,-59.39143184580095,13.053126,16.02994,11.566916,0.1653992684217409,0.052310996,-5.621085642862785,0.04533123,-2.9516122647667835,0.041798607,1.091389,,,,14462640-5923291,8.41,7.424,6.873,0.024,0.033,0.021,AAA,J144626.28-592329.0,5.438,5.362,5.147,5.168,0.08,0.048,0.018,,AAAU,True,True,,3.1618452,113160.86047527136,93.090706,5289.820104140726,18.826597,187236.99470815915,226.09216,,221.610032,-59.391434,221.6095376,-59.3913937
Gaia DR3 5879721167786590720,Gaia DR3 5879721167786590720,5879721167786590720,225.69223654503992,-58.45189999765432,17.666191,20.845448,16.019518,0.0015013204428239,0.16110425,-5.83547185462779,0.15304771,-3.7383891054142815,0.1521746,1.2729627,,,,15024614-5827067,12.392,11.042,10.183,0.029,0.031,0.023,AAA,J150246.12-582706.4,9.304,8.934,7.899,6.54,0.024,0.023,0.036,0.11,AAAB,True,True,,0.009318938,1616.1090034954589,3.500883,62.69567357632752,6.077102,3099.925926099836,11.930803,,225.69226,-58.451862,225.6921936,-58.4517969
Gaia DR3 5880077688741091968,Gaia DR3 5880077688741091968,5880077688741091968,227.7401881786888,-57.95799710324709,20.372618,21.68429,18.697903,0.4590146143073726,0.9958928,-4.496294628580399,0.8929552,-4.517454900053826,1.0791663,1.1849146,,,,15105766-5757286,13.837,12.191,11.114,0.041,0.032,0.023,AAA,J151057.66-575729.4,10.081,9.534,10.747,7.218,0.027,0.025,0.306,0.175,AABB,True,True,,0.46090767,133.6287732206055,0.9544926,28.95350289709921,6.3520017,263.0248448445558,7.5144916,,227.74026,-57.95797,227.7402751,-57.9581859
Gaia DR3 5880092291630768512,Gaia DR3 5880092291630768512,5880092291630768512,226.8826854983825,-58.25275718220981,19.324883,21.017302,17.376274,0.2982338583107539,0.34614632,-5.579213010799728,0.31841063,-2.925253257985354,0.49231064,1.0881299,,,,15073185-5815098,13.11,11.659,10.803,0.041,0.055,0.078,AAA,J150731.99-581509.1,9.368,9.051,9.837,7.113,0.025,0.023,,,AAUU,True,True,,0.86158323,350.74674769003747,5.7689505,53.51759322192152,10.439931,888.4815093905842,13.490468,,226.882746,-58.252731,226.8833307,-58.2525532
Gaia DR3 5881477813761075712,Gaia DR3 5881477813761075712,5881477813761075712,224.22992261347125,-55.8496075237804,14.29997,14.903437,13.508857,0.0571833849336269,0.020642005,-7.161551555552841,0.020474145,-2.1662729342125866,0.021142,1.1799839,20815.258,4.0083,-0.4986,14565519-5550585,12.498,12.031,11.329,0.041,0.045,0.032,AAA,J145655.29-555058.2,10.742,10.393,9.969,9.215,0.022,0.018,0.057,,AAAU,True,True,,2.770244,35888.789354599765,9.533194,14929.391402831325,15.858864,31305.117159845115,24.51683,,224.229999,-55.849609,224.2303907,-55.8495245
