source_id,pmRA,e_pmDE,ra,parallax,radial_velocity,e_Gflux,parallax_over_error,BPflux,teff,e_radial_velocity,BPmag,logg,ruwe,RPflux,e_pmRA,Gmag,gaia_id,RPmag,feh,e_RPflux,pmDE,e_BPflux,e_parallax,Gflux,dec,Jmag,Kmag,qual_tmass,e_Kmag,e_Hmag,tmass_id,Hmag,e_Jmag,tmass_oid,e_W4mag,e_W3mag,e_W2mag,W1mag,W2mag,wise_id,e_W1mag,W4mag,qual_wise,W3mag,allwise_oid,Alias1
5963218085100054656,-0.06167706439635978,0.021658288,255.66826050235792,0.3772805589478359,,657.9481,18.977156,165026.50676326803,,,12.294658,,0.8198436,806270.0123107053,0.03051427,11.072141,Gaia DR3 5963218085100054656,9.981694,,1878.5155,-5.1215186542105045,496.42755,0.019880773,701601.34616417,-45.98764866149856,8.294,7.116,AAA,0.023,0.046,17024037-4559154,7.756,0.021,17024037-4559154,0.036,0.016,0.032,6.706,6.168,J170240.37-455915.4,0.071,4.543,AAAA,5.417,118672733,Gaia DR3 5963218085100054656
5963639571706070400,-0.4455860294436538,0.018690411,256.0193088945688,0.2397932430710653,,335.63528,12.419244,168203.0538229108,15687.071,,12.273957,2.4089,1.130441,396719.0883485631,0.02388649,11.585159,Gaia DR3 5963639571706070400,10.751688,-0.7543,571.16266,-3.6174724610528455,364.7475,0.0193082,437404.1662314709,-45.20419862614736,9.475,8.692,AAA,0.021,0.024,17040463-4512151,9.043,0.022,17040463-4512151,0.067,0.015,0.018,8.258,7.895,J170404.63-451214.9,0.021,6.191,AAAA,7.096,122598241,Gaia DR3 5963639571706070400
5964124353254695936,-0.182169220499306,0.059059624,253.77687361523888,0.5686137891680964,-113.7942,10243.69,8.79028,7092625.527567904,19982.186,8.118949,8.211525,2.7837,2.6521153,8915719.320314253,0.07513381,7.967734,Gaia DR3 5964124353254695936,7.3725047,-0.7226,11041.86,-1.722691955479301,8482.174,0.06468665,12242025.073591536,-44.98927564861378,6.764,6.475,AAA,0.023,0.027,16550644-4459213,6.617,0.018,16550644-4459213,0.101,0.018,0.033,6.303,5.991,J165506.44-445921.4,0.28,5.113,BAAA,5.747,123681568,Gaia DR3 5964124353254695936
5964447648351695488,-1.5903610055097832,0.06013544,252.74013422210126,0.2335797339315042,,13.548765,4.200824,675.4956388465426,5009.749,,18.264486,1.8543,1.0388516,25320.13046890918,0.07261318,15.247397,Gaia DR3 5964447648351695488,13.739231,-0.9827,60.915497,-1.6998663685176278,5.9877944,0.055603314,14996.42430566488,-43.674380110070736,10.647,8.318,AAA,0.018,0.022,16505763-4340277,9.414,0.027,16505763-4340277,0.072,0.022,0.022,7.082,6.392,J165057.62-434027.7,0.047,5.431,AAAA,6.01,130379847,Gaia DR3 5964447648351695488
5964827495242056704,-4.61599508677673,0.70356053,252.83053616015965,-1.0120011736958405,,1.010392,-1.5056754,30.31665844902769,,,21.634338,,1.2015512,438.8408350511529,0.98496306,19.959032,Gaia DR3 5964827495242056704,18.142128,,8.449649,-5.419433611733552,2.6998892,0.6721244,195.58434432520968,-43.44869719531623,13.562,10.946,AAA,0.026,0.033,16511932-4326552,11.934,0.032,16511932-4326552,,0.036,0.024,9.936,9.467,J165119.33-432655.4,0.028,7.452,AAAU,9.021,131535255,Gaia DR3 5964827495242056704
5966509541883497984,-0.6386453497249898,0.025666794,253.58207589631988,0.6665034425934786,,11903.463,26.028425,29321867.55074759,,,6.670563,,0.85734636,23854983.989266433,0.029865526,6.5590334,Gaia DR3 5966509541883497984,6.3039474,,12508.01,-2.1773119491189394,31853.123,0.025606751,44805714.69546234,-41.81987959641257,5.963,5.389,AAA,0.024,0.044,16541970-4149115,5.808,0.019,16541970-4149115,0.03,0.016,0.105,5.117,4.681,J165419.70-414911.5,0.166,3.43,BAAA,4.173,139996257,Gaia DR3 5966509541883497984
5968019618048049664,-1.8197272727940295,0.023308095,253.080187908199,0.5590424519083234,,42962.367,19.566795,34385932.78070898,,,6.49759,,0.9650683,34747414.822785586,0.031958714,6.299737,Gaia DR3 5968019618048049664,5.8955894,,85687.01,-2.385199568263987,76778.69,0.028570978,56892094.19248003,-41.854530063725456,5.441,4.978,AAA,0.02,0.053,16521923-4151161,5.269,0.023,16521923-4151161,0.031,0.016,0.13,4.602,4.101,J165219.24-415116.0,0.194,2.984,BBAA,3.729,139816076,Gaia DR3 5968019618048049664
5972068668365594880,-1.9941635207098154,0.18080528,258.14529343887193,-0.7903746117355996,,1.6615973,-3.4683986,35.693452701344356,3466.451,,21.457071,0.1309,0.9487882,1686.1113712502602,0.29360688,18.330929,Gaia DR3 5972068668365594880,16.68068,-0.4897,8.926022,-3.4256808611551817,4.5114627,0.22787882,876.1436290101245,-40.62047032367301,12.661,10.409,AAA,0.025,0.028,17123487-4037135,11.218,0.029,17123487-4037135,,0.127,0.021,9.687,9.239,J171234.87-403713.5,0.026,7.859,AABU,8.814,146307059,Gaia DR3 5972068668365594880
5972469577791009152,-1.1514693756008982,0.016203647,260.09175585015646,0.20669882490115338,,177.0008,11.079247,13978.337461936202,,,14.974903,,0.9984354,132652.82629798798,0.023193663,13.2096615,Gaia DR3 5972469577791009152,11.941104,,729.8839,-2.941729475376805,71.88183,0.018656397,97967.48998678669,-38.946785607752695,9.532,8.199,AAA,0.022,0.018,17202202-3856483,8.765,0.025,17202202-3856483,0.062,0.241,0.02,7.457,7.052,J172022.02-385648.3,0.029,1.8,AABA,7.985,155287876,Gaia DR3 5972469577791009152
5972658869920060544,-1.3549806482964106,0.017851677,259.7203050631888,0.29986646756131985,,487.8636,15.328999,187948.71838501803,,,12.153443,,0.8950844,983308.886271239,0.025860138,10.880772,Gaia DR3 5972658869920060544,9.7661705,,1629.4532,-2.742081296601979,349.69537,0.01956204,836831.686075663,-38.834347394504235,7.981,7.085,AAA,0.016,0.027,17185287-3850035,7.452,0.021,17185287-3850035,0.051,0.016,0.021,6.642,6.359,J171852.87-385003.5,0.033,3.279,AAAA,5.8,155901276,Gaia DR3 5972658869920060544
5972660411778306304,-1.2426656449562026,0.018613365,259.75217292106646,0.2714837968642703,,1482.3176,13.16949,440031.1982127594,,,11.229834,,0.9356859,1899510.7417615151,0.031985775,10.1126,Gaia DR3 5972660411778306304,9.051291,,4576.986,-2.5265057056567546,1126.932,0.020614604,1697879.1287309218,-38.81424667214973,7.385,6.578,AAA,0.018,0.026,17190052-3848513,6.963,0.018,17190052-3848513,0.327,0.021,0.044,6.004,5.733,J171900.53-384851.3,0.064,5.101,AAAB,5.42,156010701,Gaia DR3 5972660411778306304
5972994594597225216,-5.737936078112546,0.19144124,256.8497699432042,0.00011905390195018906,,1.4209623,0.00055949634,27.065676728580257,,,21.757496,,1.0017183,1496.6921415141612,0.2952935,18.495493,Gaia DR3 5972994594597225216,16.810064,,9.974971,-7.513705920520623,4.517248,0.21278764,752.9216600881972,-39.33179563459728,12.494,10.259,AAA,0.026,0.035,17072395-3919543,11.124,0.029,17072395-3919543,0.154,0.04,0.022,9.506,9.03,J170723.96-391954.4,0.026,6.988,AAAB,8.4,153199093,Gaia DR3 5972994594597225216
5973042973103939968,-2.3631287141771633,0.047130078,258.17491138365284,0.1796761450166693,,13.025785,3.405542,1231.152206790604,,,17.612762,,1.0849961,31289.35101540393,0.06799639,14.962543,Gaia DR3 5973042973103939968,13.509404,,63.840416,-3.2725849070558053,6.6028714,0.052759927,19495.287196422676,-39.23727789496107,10.055,6.479,AAA,0.023,0.024,17124197-3914140,8.118,0.021,17124197-3914140,0.041,0.019,0.219,4.677,3.418,J171241.97-391414.0,0.179,2.678,BBAA,2.859,153710553,Gaia DR3 5973042973103939968
5978698590355238912,,,259.5960794479065,,,56586.168,,2308657.6539281732,,,9.430143,,,3794799.0868780725,,9.300481,Gaia DR3 5978698590355238912,8.299924,,5477.8696,,4202.6694,,3587189.372362403,-34.40851115124251,7.436,6.666,AAA,0.02,0.027,17182306-3424306,7.136,0.024,17182306-3424306,0.033,0.017,0.044,6.271,5.887,J171823.04-342430.4,0.082,4.725,AAAA,5.394,180389304,Gaia DR3 5978698590355238912
5978784313590016512,0.5117768100284021,0.017586537,259.70718993495046,0.3446577367195238,,684.6217,17.690418,101414.9297529716,,,12.823287,,0.9484246,424888.9435023694,0.023546858,11.734806,Gaia DR3 5978784313590016512,10.677207,,2071.8145,2.2165353401234142,500.4957,0.019482736,381087.28450608504,-33.961486860335505,9.033,8.052,AAA,0.042,0.038,17184971-3357413,8.564,0.021,17184971-3357413,0.083,0.021,0.019,7.559,7.201,J171849.71-335741.2,0.025,5.88,AAAA,6.502,182917297,Gaia DR3 5978784313590016512
5981436099432247808,-4.557829021333845,0.16429769,240.10522840832738,-0.2337996306184369,,3.0826144,-1.3853735,42.44861370300526,,,21.268883,,1.1010689,2777.7938689457665,0.19595046,17.792835,Gaia DR3 5981436099432247808,16.138645,,14.960096,-4.191946816207119,6.766256,0.16876289,1438.1783987356723,-52.05823265665535,12.015,9.882,AAA,0.02,0.029,16002526-5203296,10.651,0.031,16002526-5203296,0.154,0.035,0.021,8.877,8.391,J160025.24-520329.5,0.023,6.871,AAAB,7.688,89852755,Gaia DR3 5981436099432247808
5981484198751444096,-3.592596644714309,0.24107313,241.75607348674546,-0.2014611405963074,,1.1858698,-0.70811415,30.586958777581287,,,21.6247,,1.1210921,1283.5568405324243,0.31893784,18.672155,Gaia DR3 5981484198751444096,16.976858,,10.184619,-3.7746290668542515,3.5749683,0.28450376,639.8591882256276,-51.97183467174194,12.565,10.271,AAA,0.036,0.029,16070146-5158184,11.137,0.025,16070146-5158184,0.266,0.084,0.022,9.426,8.976,J160701.46-515818.5,0.025,6.481,AAAB,7.951,90242585,Gaia DR3 5981484198751444096
5981624837477220992,-4.333645690934826,0.14804755,239.98630057657903,-0.13840056231404854,,20.699055,-0.9541852,72.5499346127796,,,20.686949,,1.2387916,7149.447781857037,0.16273794,16.79187,Gaia DR3 5981624837477220992,15.112214,,99.86363,-4.571105523021551,6.3285427,0.14504582,3615.7527460220263,-51.99165897108821,10.875,8.659,AAA,0.028,0.028,15595671-5159299,9.523,0.028,15595671-5159299,0.067,0.028,0.02,7.724,7.226,J155956.72-515929.9,0.025,5.645,AAAA,6.658,90152886,Gaia DR3 5981624837477220992
5990124062365822592,-5.567617258301688,0.015456982,243.15610436448864,0.08876068224575162,,30.772596,4.300079,17135.08509915935,,,14.753826,,1.31514,81854.0996310758,0.019838572,13.563568,Gaia DR3 5990124062365822592,12.465295,,84.83612,-2.259722659635301,42.036655,0.020641642,70716.28755738681,-46.62692049222797,10.318,7.468,AAA,0.018,0.046,16123747-4637368,8.793,0.023,16123747-4637368,0.028,0.01,0.071,6.203,5.33,J161237.45-463736.8,0.123,4.796,BAAA,4.919,115509040,Gaia DR3 5990124062365822592
6053591923647688064,-4.744637126694289,0.36261728,189.57813985075606,0.848443128910113,,5.067823,2.5729244,107.51765190045485,,,20.259842,,3.612318,2713.9188536455595,0.31003577,17.833487,Gaia DR3 6053591923647688064,16.163904,,10.89381,-2.859634029910847,5.2365313,0.3297583,1385.3256422828097,-63.40547181093206,12.928,10.964,AAA,0.021,0.022,12381878-6324197,11.758,0.023,12381878-6324197,0.189,0.038,0.021,10.148,9.604,J123818.75-632419.8,0.024,8.016,AAAB,8.716,45181126,Gaia DR3 6053591923647688064
6053731497237581568,-6.072034562800207,0.072325386,187.1745795951736,0.015843482294714224,,2.5770972,0.24046952,306.63757322105334,,,19.121979,,0.9887068,4797.727146501131,0.060127847,16.936295,Gaia DR3 6053731497237581568,15.545306,,9.324821,0.3672817548624537,6.165924,0.06588562,3165.4001039666064,-63.42947272150557,12.779,10.942,AAA,0.02,0.021,12284191-6325461,11.831,0.022,12284191-6325461,0.057,0.04,0.025,10.381,9.98,J122841.90-632546.0,0.033,5.565,AAAA,7.856,45100871,Gaia DR3 6053731497237581568
6053747229666708864,-6.178848658138337,0.12328583,187.21239549552845,0.08242978349956981,,1.3889241,0.7167403,99.97006039213404,,,20.338867,,1.0128232,1885.1916635166904,0.10368381,18.00283,Gaia DR3 6053747229666708864,16.559507,,6.9770284,0.2803484463594913,5.0132146,0.115006484,1185.262878507781,-63.28336584638412,13.561,11.837,AAA,0.025,0.028,12285099-6317002,12.552,0.028,12285099-6317002,,0.152,0.023,11.088,10.642,J122850.99-631700.1,0.026,9.467,AABU,10.254,45590575,Gaia DR3 6053747229666708864
6053899825584290432,-6.221566820881959,0.1240145,187.51606176719915,-0.11066704646567785,,2.023332,-0.92835295,88.19051154581824,,,20.474987,,1.1082364,2379.7175072767527,0.10708353,17.814573,Gaia DR3 6053899825584290432,16.306581,,10.567311,0.046658771323787804,5.4219255,0.11920794,1409.6700895840775,-62.83809419555597,13.159,11.087,AAA,0.025,0.028,12300386-6250171,12.049,0.028,12300386-6250171,0.1,0.03,0.022,10.536,10.087,J123003.87-625017.1,0.025,7.258,AAAA,9.023,47087643,Gaia DR3 6053899825584290432
6054132505411481984,-4.388306273559573,0.02077038,183.25975602349808,0.02752768686786561,,37.41903,1.2575836,6135.262842410156,6698.1284,,15.868959,2.7251,1.0581907,23455.753535127238,0.02135344,14.861817,Gaia DR3 6054132505411481984,13.822272,-2.7899,129.33037,0.2103518194859476,40.50231,0.02188935,21390.44253101501,-63.70705331270991,12.076,10.919,AAA,0.021,0.025,12130235-6342254,11.418,0.021,12130235-6342254,0.333,0.032,0.02,10.334,9.991,J121302.34-634225.3,0.023,8.837,AAAB,9.168,44176131,Gaia DR3 6054132505411481984
6054384023029223168,-6.065629279574886,0.3189863,182.2186305441413,0.0535362815858868,,4.389189,0.16734686,38.69016966365528,,,21.369541,,1.144047,717.537190434494,0.30432963,19.445301,Gaia DR3 6054384023029223168,17.608284,,10.448269,1.4741150693541438,6.299074,0.31991208,313.9252127144409,-62.84851266314684,13.344,10.473,AAA,0.023,0.025,12085247-6250546,11.674,0.026,12085247-6250546,,0.223,0.022,9.796,9.222,J120852.47-625054.6,0.024,7.064,AABU,8.325,47050547,Gaia DR3 6054384023029223168
6054388829058029312,-6.612818423056502,0.15399489,182.97524914601337,0.20910157825937079,,9.080236,1.42063,201.05898542196334,,,19.580233,,1.0375926,1914.508554026354,0.13995898,18.404125,Gaia DR3 6054388829058029312,16.542751,,24.249542,1.010855710376552,20.928198,0.14718933,819.0239903878972,-63.284380739357594,13.438,11.536,AAA,0.023,0.025,12115407-6317037,12.05,0.025,12115407-6317037,0.175,0.194,0.028,11.095,11.202,J121154.02-631703.7,0.026,7.478,AABB,9.693,45587114,Gaia DR3 6054388829058029312
6054397075394503040,-5.974164304019681,0.02533612,183.41158273210922,0.06294909508405676,,14.144455,2.5093045,3240.964695010446,,,16.561857,,1.0629245,39141.542713046,0.02486929,14.59758,Gaia DR3 6054397075394503040,13.2663,,63.767128,0.5818135495898101,9.088308,0.02508627,27284.424983443772,-63.14945957920773,10.56,9.032,AAA,0.021,0.025,12133878-6308580,9.644,0.025,12133878-6308580,0.076,0.022,0.02,8.449,8.058,J121338.79-630858.0,0.024,5.339,AAAA,6.994,46039370,Gaia DR3 6054397075394503040
6054440132486872832,-5.759858748086863,0.8319647,183.80198958647767,-1.8825521301787982,,0.82390034,-2.0840876,,,,,,1.3807054,,0.94525164,20.498594,Gaia DR3 6054440132486872832,,,,0.39971062826964,,0.90329796,118.98952830602904,-62.77887039151578,13.126,9.839,AAA,0.022,0.025,12151249-6246438,11.032,0.025,12151249-6246438,,0.065,0.02,8.886,8.333,J121512.48-624643.9,0.023,7.189,AAAU,7.729,47286275,Gaia DR3 6054440132486872832
6054457174893385728,-7.151550962826831,0.12211088,182.76060393067758,-0.04593977674159619,,3.092972,-0.42361742,94.36619467947727,3759.561,,20.4015,0.4553,1.120045,3788.788256590024,0.11195306,17.411972,Gaia DR3 6054457174893385728,15.801644,-0.5859,12.92614,1.0012803659424654,7.03466,0.10844638,2042.4796725621957,-62.96323001986537,12.017,9.845,AAA,0.025,0.025,12110256-6257476,10.702,0.026,12110256-6257476,,0.03,0.021,9.094,8.647,J121102.55-625747.5,0.024,9.157,AAAU,8.903,46664122,Gaia DR3 6054457174893385728
6054468822847266048,-5.194141648916595,0.31173456,183.36778694363352,0.08607220034294402,,0.98410946,0.2749337,26.167940048106704,,,21.794119,,1.0535903,683.0759047893861,0.31927463,19.31427,Gaia DR3 6054468822847266048,17.661722,,18.94744,0.79015551227667,5.6855683,0.31306532,354.1920186450505,-62.69528619206139,14.052,11.533,AAA,0.023,0.03,12132829-6241429,12.666,0.033,12132829-6241429,,,0.026,10.947,10.611,J121328.27-624143.0,0.028,6.336,AAUU,11.058,47568564,Gaia DR3 6054468822847266048
6054470094180542336,-5.9910845362146805,0.13197973,183.1713314741844,-0.1151472919962693,,12.568774,-0.8230845,347.6362359809274,4790.1475,,18.98573,2.2949,2.1501398,9610.220663663353,0.12981696,16.494144,Gaia DR3 6054470094180542336,14.791062,-0.871,144.21402,0.13028125011207503,10.742933,0.1398973,4756.516636061983,-62.70851990387221,11.438,9.828,EEE,0.035,0.042,12124114-6242308,10.445,0.041,12124114-6242308,,0.098,0.021,9.071,8.878,J121241.13-624230.8,0.023,5.677,AAAU,8.978,47523344,Gaia DR3 6054470094180542336
6054478581036542720,-6.048784954477876,0.16241369,182.5331151288375,0.008451773742655225,,2.3354352,0.0556024,35.39421302994091,4153.21,,21.466211,1.7074,1.1050628,1705.4761491937886,0.1640031,18.262966,Gaia DR3 6054478581036542720,16.668282,0.32,7.1922417,1.17254965297275,3.9472618,0.15200375,932.7388763107931,-62.73872444069969,12.753,9.741,AAA,0.021,0.024,12100795-6244194,11.082,0.021,12100795-6244194,0.107,0.019,0.021,8.776,8.132,J121007.96-624419.4,0.024,4.582,AAAA,6.708,47421087,Gaia DR3 6054478581036542720
6055101523064612864,-6.0189895291759665,0.018236082,190.96243723578573,0.26380060718547615,,1857.8331,15.828531,580152.9684618524,,,10.929686,,1.0779955,1263613.7100946617,0.015377922,10.294653,Gaia DR3 6055101523064612864,9.493859,,4694.9937,-0.36113504802879287,2337.466,0.016666146,1435771.7368875644,-63.08744951875382,8.316,7.549,AAA,0.02,0.053,12435102-6305148,7.916,0.026,12435102-6305148,0.028,0.015,0.02,7.114,6.768,J124350.99-630514.7,0.028,5.116,AAAA,5.988,46247557,Gaia DR3 6055101523064612864
6057398432929770752,-6.376977105390382,0.028490465,181.7352885601422,0.07316066866402174,,29.239424,2.6037853,3157.5876397914685,7899.3545,,16.590153,2.4795,1.3905683,23918.165906395883,0.029446883,15.0375395,Gaia DR3 6057398432929770752,13.801076,-1.1795,131.28717,0.5688804286880216,18.294886,0.02809781,18194.118325600484,-62.641775246654795,11.547,10.222,AAA,0.021,0.025,12065647-6238304,10.818,0.023,12065647-6238304,0.102,0.031,0.018,9.358,9.06,J120656.48-623830.3,0.019,6.875,AAAA,8.243,47750540,Gaia DR3 6057398432929770752
6057676201358478336,-5.653792772159301,0.016775955,181.3279481465918,0.4235454373225628,,3184.0771,26.703678,674194.9239884447,28968.912,,10.766579,4.1315,0.8233557,467897.7300873452,0.0163858,10.728534,Gaia DR3 6057676201358478336,10.572518,0.001,5119.2446,0.41171188055671687,6457.045,0.015860941,962793.5589937555,-62.05281501929893,10.199,9.834,AAA,0.021,0.023,12051871-6203101,10.079,0.022,12051871-6203101,0.115,0.03,0.02,9.579,9.287,J120518.71-620310.0,0.023,7.384,AAAB,8.466,49766379,Gaia DR3 6057676201358478336
6062353145875545600,-3.386005574823023,0.014941964,199.6166136756363,0.5014254454702882,,1810.209,28.753819,2966508.090456392,,,9.157928,,1.0458119,2189290.327655473,0.011642347,9.057566,Gaia DR3 6062353145875545600,8.897137,,580.09546,-4.625209299009019,2743.069,0.01743857,4486632.992960168,-58.13713256237296,8.411,7.555,AAA,0.026,0.047,13182800-5808137,8.206,0.026,13182800-5808137,0.039,0.016,0.02,7.408,7.047,J131827.99-580813.6,0.027,5.527,AAAA,6.276,64149615,Gaia DR3 6062353145875545600
