source_id,pmRA,e_pmDE,ra,parallax,radial_velocity,e_Gflux,parallax_over_error,BPflux,teff,e_radial_velocity,BPmag,logg,ruwe,RPflux,e_pmRA,Gmag,gaia_id,RPmag,feh,e_RPflux,pmDE,e_BPflux,e_parallax,Gflux,dec,Alias1
4152844491726272640,0.5460978439253015,0.021042159,275.2622003844378,0.2965484748243357,,236.4171,11.804328,9540.274767568195,15178.509,,15.38964,3.7317,1.0517849,33718.12812215955,0.025201106,14.441739,Gaia DR3 4152844491726272640,13.428237,-0.323,749.584,0.8552844958255167,214.12787,0.025122013,31495.698828244007,-12.46268721528843,Gaia DR3 4152844491726272640
4153009457139196032,-0.10751210540079423,0.02258862,276.76788547339135,0.3111734859141217,,915.4655,11.773006,92770.183854064,,,12.920021,,0.8552716,588746.0508868395,0.026509942,11.489074,Gaia DR3 4153009457139196032,10.323075,,3306.3176,-1.5551356039110882,502.4389,0.026431099,477878.2334086177,-12.381305831915643,Gaia DR3 4153009457139196032
4153250864340865408,-3.144738612480074,0.43752667,276.1927909255111,0.8697280242165559,,1.9316374,2.0376549,,,,,,1.0813676,,0.60062957,19.24604,Gaia DR3 4153250864340865408,,,,-5.86154806294825,,0.4268279,377.1645773455152,-11.907655469506581,Gaia DR3 4153250864340865408
4153253750568925568,-3.68716863890079,0.7517536,275.88466842112956,-2.2330381016143606,,1.2311069,-3.363913,34.68762326232293,,,21.488106,,1.2020154,363.0365137377052,0.88613296,19.987438,Gaia DR3 4153253750568925568,18.34802,,8.645657,-6.065648835067936,6.2911572,0.6638216,190.53351415320174,-12.066299750989305,Gaia DR3 4153253750568925568
4153716198275554176,-0.6910921671557475,0.014444778,274.7806757384169,0.48956796705422284,,3461.0957,31.133715,2635624.5788355353,,,9.286333,,0.8894768,4649393.404678773,0.01814828,8.786692,Gaia DR3 4153716198275554176,8.079405,,7996.5996,-1.5680966487778754,6073.283,0.015724689,5757979.947575202,-11.633108356658328,Gaia DR3 4153716198275554176
4154273822474507136,-3.9239313701757217,0.0969413,276.2509760287781,0.1540590330456671,,14.291964,1.3568258,307.7709457120407,8488.372,,19.117973,3.5864,0.99829143,7067.077062746077,0.10782957,16.568026,Gaia DR3 4154273822474507136,15.124796,0.092,69.6996,-6.042096513693968,7.371026,0.113543704,4443.613201600764,-10.556588816792075,Gaia DR3 4154273822474507136
4155087293585479552,-1.4444227250687875,0.032649096,277.8188576064685,0.07888628499910101,,142.32596,2.350951,10666.588361951457,,,15.268478,,1.1150858,160696.73502017852,0.039545417,13.101437,Gaia DR3 4155087293585479552,11.732878,,409.3654,-3.2700999968594058,49.245632,0.033555053,108236.04430404524,-10.15695913357987,Gaia DR3 4155087293585479552
4156611555997469824,-2.6185084003160317,0.52345514,277.39101007226606,-0.010722045155010499,,1.3891205,-0.019613922,13.453532531432227,,,22.51645,,1.0713665,455.08721821841624,0.64491117,19.68836,Gaia DR3 4156611555997469824,18.10266,,7.4562426,-5.428477879846989,3.9101257,0.5466548,250.9590972032957,-8.650599908768802,Gaia DR3 4156611555997469824
4252854660635487360,2.350091996239632,0.86932635,279.61337339047464,-2.0559031793356737,,2.1956823,-1.5190606,28.95526451259769,,,21.684223,,1.0904809,372.928309207878,1.3191589,20.260538,Gaia DR3 4252854660635487360,18.318832,,19.090307,-2.0364920864375624,8.634294,1.3534043,148.1601833915654,-7.179224933039862,Gaia DR3 4252854660635487360
4252915412949854208,-2.237044157130776,0.4094969,279.07199803632136,1.8049883479124698,,5.5730186,3.8947318,28.44127481726339,,,21.70367,,2.486415,3226.0601354572614,0.50249547,18.211533,Gaia DR3 4252915412949854208,15.976214,,40.47348,-5.585042085863523,5.7290335,0.46344358,977.9880839118339,-7.085316799795849,Gaia DR3 4252915412949854208
4253520659831494784,-2.7429179517527156,0.033160925,281.5627179347139,0.16541398910524302,,20.423216,4.4877577,2031.7046049409523,,,17.068892,,1.0865564,16761.06897741812,0.0390217,15.424965,Gaia DR3 4253520659831494784,14.187141,,96.514915,-7.084126954785252,12.573294,0.03685894,12733.878208861881,-5.70587149865165,Gaia DR3 4253520659831494784
4254678995275751808,-0.4365359717595422,0.0134769855,285.9959286468532,0.13591147209814322,,1472.5518,9.219032,447820.95355019625,,,11.210781,,0.87083375,608952.8854227153,0.016971575,10.847903,Gaia DR3 4254678995275751808,10.286436,,3181.4011,-5.63134711564408,2166.56,0.014742487,862552.5238864417,-4.317222317290084,Gaia DR3 4254678995275751808
4258284534415364224,-0.7318208324086549,0.015651263,281.05479928406805,0.2643582108532918,,1143.5502,16.03158,191137.4424140478,,,12.135178,,0.8356079,742420.0711731273,0.017472787,11.081537,Gaia DR3 4258284534415364224,10.071271,,3492.443,-2.6149157585825464,738.40826,0.016489841,695555.8819867107,-3.7993936409870823,Gaia DR3 4258284534415364224
4258462655287419776,-2.8542843372789033,0.32242486,280.5262821077134,0.2333230528811575,,2.3204389,0.62101465,14.531661787330025,,,22.432755,,1.2771901,1356.0036548446217,0.3713907,18.654482,Gaia DR3 4258462655287419776,16.917244,,15.756089,-5.415904212429469,4.304837,0.37571263,650.3599866681836,-3.806261798863277,Gaia DR3 4258462655287419776
4258557110213184896,-0.18951439492557348,0.058957767,280.69550194647564,0.2755378763679174,,6.798103,4.0547075,659.2454139268986,8195.54,,18.290924,4.0009,0.93332946,4685.262684429314,0.07633911,16.7517,Gaia DR3 4258557110213184896,15.57106,-0.7389,28.644943,-2.657973174801841,8.351218,0.067955054,3752.0328287876187,-3.2214827775416386,Gaia DR3 4258557110213184896
4258650877925467264,-3.5198069771884173,0.1656806,280.8218018492983,0.06964761404514068,,1.730682,0.4202207,35.624029994140166,,,21.459185,,0.9703858,1825.7201769476953,0.18474388,18.162117,Gaia DR3 4258650877925467264,16.59431,,13.768421,-4.284701266156533,6.153143,0.16574055,1023.5284373065273,-3.1490758911251127,Gaia DR3 4258650877925467264
4258685375104408960,-1.5764001563897565,0.056864608,281.32243165816993,0.19857980994803692,,31.544275,3.7541919,1109.2281021645003,,,17.72599,,1.1517161,31318.00552070461,0.062803715,14.97089,Gaia DR3 4258685375104408960,13.50841,,133.77216,-3.9596028810780552,12.97072,0.052895486,19345.982957172306,-2.803645639275033,Gaia DR3 4258685375104408960
4258706295872782592,-1.8679048317035414,0.18544868,281.0860656790419,-0.2542064085636443,,3.1253781,-1.2518178,36.81653502433933,3826.7341,,21.423435,1.2937,1.1650741,2146.6263118016414,0.21885656,18.032547,Gaia DR3 4258706295872782592,16.418505,0.3252,12.345685,-3.3871621119748734,4.000348,0.2030698,1153.262454263484,-2.6142342565459034,Gaia DR3 4258706295872782592
4260047188967522304,-1.920020099054237,0.042668734,282.3639085349359,0.19038714478910207,,19.56322,4.347068,1462.7691625657656,6881.237,,17.425602,1.6042,1.1021825,24518.88202321857,0.045859773,15.179286,Gaia DR3 4260047188967522304,13.774144,-0.3163,129.30414,-3.908443856220388,29.563574,0.04379668,15967.331252352891,-1.072428013025948,Gaia DR3 4260047188967522304
4260073263704313728,-1.8498998270356755,0.22166935,281.5040561286331,0.2426973821823099,,4.116496,1.0154569,36.48265843340088,3743.127,,21.433327,0.1729,1.1067483,1714.5566722235124,0.24856387,18.330126,Gaia DR3 4260073263704313728,16.662516,-0.7606,21.347391,-3.9787310123218522,5.2801127,0.23900314,876.7911636721824,-1.2430533139464057,Gaia DR3 4260073263704313728
4260190366014987904,-4.222321047812439,0.028943174,280.8424153438697,0.03485866110856295,-51.42591,29.448349,0.9966478,2396.1816876166004,7300.463,10.446042,16.889744,2.282,1.0588934,22846.261556685473,0.03252072,15.112798,Gaia DR3 4260190366014987904,13.850858,-0.7235,135.35153,-6.602886772369296,16.920046,0.03497591,16975.694287901355,-1.0603658258009798,Gaia DR3 4260190366014987904
